timestamp,Date,load,Year,Month,Hour
2020-01-11 11:00:00,2020-01-11,16638.0,2020,1,12.0
2020-01-11 12:00:00,2020-01-11,16955.0,2020,1,13.0
2020-01-11 13:00:00,2020-01-11,17318.0,2020,1,14.0
2020-01-11 14:00:00,2020-01-11,17352.0,2020,1,15.0
2020-01-11 15:00:00,2020-01-11,17160.0,2020,1,16.0
2020-01-11 16:00:00,2020-01-11,17613.0,2020,1,17.0
2020-01-11 17:00:00,2020-01-11,18052.0,2020,1,18.0
2020-01-11 18:00:00,2020-01-11,17561.0,2020,1,19.0
2020-01-11 19:00:00,2020-01-11,17039.0,2020,1,20.0
2020-01-11 20:00:00,2020-01-11,16771.0,2020,1,21.0
2020-01-11 21:00:00,2020-01-11,16237.0,2020,1,22.0
2020-01-11 22:00:00,2020-01-11,15427.0,2020,1,23.0
2020-01-11 23:00:00,2020-01-11,14601.0,2020,1,24.0
2020-01-12 00:00:00,2020-01-12,14042.0,2020,1,1.0
2020-01-12 01:00:00,2020-01-12,13671.0,2020,1,2.0
2020-01-12 02:00:00,2020-01-12,13474.0,2020,1,3.0
2020-01-12 03:00:00,2020-01-12,13440.0,2020,1,4.0
2020-01-12 04:00:00,2020-01-12,13387.0,2020,1,5.0
2020-01-12 05:00:00,2020-01-12,13709.0,2020,1,6.0
2020-01-12 06:00:00,2020-01-12,14288.0,2020,1,7.0
2020-01-12 07:00:00,2020-01-12,14948.0,2020,1,8.0
2020-01-12 08:00:00,2020-01-12,15583.0,2020,1,9.0
2020-01-12 09:00:00,2020-01-12,16179.0,2020,1,10.0
2020-01-12 10:00:00,2020-01-12,16759.0,2020,1,11.0
2020-01-12 11:00:00,2020-01-12,16970.0,2020,1,12.0
2020-01-12 12:00:00,2020-01-12,17134.0,2020,1,13.0
2020-01-12 13:00:00,2020-01-12,16996.0,2020,1,14.0
2020-01-12 14:00:00,2020-01-12,17032.0,2020,1,15.0
2020-01-12 15:00:00,2020-01-12,17278.0,2020,1,16.0
2020-01-12 16:00:00,2020-01-12,17983.0,2020,1,17.0
2020-01-12 17:00:00,2020-01-12,19012.0,2020,1,18.0
2020-01-12 18:00:00,2020-01-12,18687.0,2020,1,19.0
2020-01-12 19:00:00,2020-01-12,18112.0,2020,1,20.0
2020-01-12 20:00:00,2020-01-12,17642.0,2020,1,21.0
2020-01-12 21:00:00,2020-01-12,17063.0,2020,1,22.0
2020-01-12 22:00:00,2020-01-12,16240.0,2020,1,23.0
2020-01-12 23:00:00,2020-01-12,15448.0,2020,1,24.0
2020-01-13 00:00:00,2020-01-13,14740.0,2020,1,1.0
2020-01-13 01:00:00,2020-01-13,14359.0,2020,1,2.0
2020-01-13 02:00:00,2020-01-13,14339.0,2020,1,3.0
2020-01-13 03:00:00,2020-01-13,14488.0,2020,1,4.0
2020-01-13 04:00:00,2020-01-13,14462.0,2020,1,5.0
2020-01-13 05:00:00,2020-01-13,15178.0,2020,1,6.0
2020-01-13 06:00:00,2020-01-13,16554.0,2020,1,7.0
2020-01-13 07:00:00,2020-01-13,17968.0,2020,1,8.0
2020-01-13 08:00:00,2020-01-13,18421.0,2020,1,9.0
2020-01-13 09:00:00,2020-01-13,18480.0,2020,1,10.0
2020-01-13 10:00:00,2020-01-13,18391.0,2020,1,11.0
2020-01-13 11:00:00,2020-01-13,18249.0,2020,1,12.0
2020-01-13 12:00:00,2020-01-13,18132.0,2020,1,13.0
2020-01-13 13:00:00,2020-01-13,18049.0,2020,1,14.0
2020-01-13 14:00:00,2020-01-13,18005.0,2020,1,15.0
2020-01-13 15:00:00,2020-01-13,18108.0,2020,1,16.0
2020-01-13 16:00:00,2020-01-13,18642.0,2020,1,17.0
2020-01-13 17:00:00,2020-01-13,19271.0,2020,1,18.0
2020-01-13 18:00:00,2020-01-13,19041.0,2020,1,19.0
2020-01-13 19:00:00,2020-01-13,18771.0,2020,1,20.0
2020-01-13 20:00:00,2020-01-13,18349.0,2020,1,21.0
2020-01-13 21:00:00,2020-01-13,17631.0,2020,1,22.0
2020-01-13 22:00:00,2020-01-13,16486.0,2020,1,23.0
2020-01-13 23:00:00,2020-01-13,15353.0,2020,1,24.0
2020-01-14 00:00:00,2020-01-14,14611.0,2020,1,1.0
2020-01-14 01:00:00,2020-01-14,14013.0,2020,1,2.0
2020-01-14 02:00:00,2020-01-14,13792.0,2020,1,3.0
2020-01-14 03:00:00,2020-01-14,13749.0,2020,1,4.0
2020-01-14 04:00:00,2020-01-14,14068.0,2020,1,5.0
2020-01-14 05:00:00,2020-01-14,14668.0,2020,1,6.0
2020-01-14 06:00:00,2020-01-14,15920.0,2020,1,7.0
2020-01-14 07:00:00,2020-01-14,17457.0,2020,1,8.0
2020-01-14 08:00:00,2020-01-14,17751.0,2020,1,9.0
2020-01-14 09:00:00,2020-01-14,17680.0,2020,1,10.0
2020-01-14 10:00:00,2020-01-14,18022.0,2020,1,11.0
2020-01-14 11:00:00,2020-01-14,18070.0,2020,1,12.0
2020-01-14 12:00:00,2020-01-14,17884.0,2020,1,13.0
2020-01-14 13:00:00,2020-01-14,17809.0,2020,1,14.0
